,page,country,rev_id,prediction,FIPS,Type,TimeFrame,Data (M),Population,_merge
262,2000 Camp David Summit,Palestinian Territory,804914588.0,B,PS,Country,2019.0,5.008,5008000.0,both
263,Amin al-Husseini,Palestinian Territory,804940228.0,B,PS,Country,2019.0,5.008,5008000.0,both
264,Adel Zawati,Palestinian Territory,804957442.0,Start,PS,Country,2019.0,5.008,5008000.0,both
265,Omar Barghouti,Palestinian Territory,805306238.0,C,PS,Country,2019.0,5.008,5008000.0,both
266,Arab Money,Palestinian Territory,805321868.0,C,PS,Country,2019.0,5.008,5008000.0,both
267,Ghassan Khatib,Palestinian Territory,805441005.0,Start,PS,Country,2019.0,5.008,5008000.0,both
268,Ahmad Toukan,Palestinian Territory,805811873.0,Start,PS,Country,2019.0,5.008,5008000.0,both
269,Khalil al-Wazir,Palestinian Territory,806359448.0,B,PS,Country,2019.0,5.008,5008000.0,both
270,Ismail Haniyeh,Palestinian Territory,806939531.0,C,PS,Country,2019.0,5.008,5008000.0,both
271,Nizar Rayan,Palestinian Territory,807364845.0,GA,PS,Country,2019.0,5.008,5008000.0,both
272,Haifa al-Agha,Palestinian Territory,807439836.0,Stub,PS,Country,2019.0,5.008,5008000.0,both
273,Mahmoud al-Zahar,Palestinian Territory,807444564.0,C,PS,Country,2019.0,5.008,5008000.0,both
274,Hakam Balawi,Palestinian Territory,807459429.0,Start,PS,Country,2019.0,5.008,5008000.0,both
275,Yunis Al Astal,Palestinian Territory,807462818.0,Start,PS,Country,2019.0,5.008,5008000.0,both
276,Yos Por,Cambodia,393822005.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
277,Than Sina,Cambodia,671073599.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
278,Ieu Pannakar,Cambodia,712085445.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
279,Taing Sunlay,Cambodia,713507166.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
280,Dul Koeun,Cambodia,714524609.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
281,Ly Kim Leang,Cambodia,714524624.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
282,Chhor Leang Huot,Cambodia,714524714.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
283,Thak Lany,Cambodia,714524870.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
284,Sok San,Cambodia,714525029.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
285,Tep Ngorn,Cambodia,714528164.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
286,Chan Cheng,Cambodia,714528251.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
287,Nhim Vanda,Cambodia,714528803.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
288,Pen Panha,Cambodia,714528886.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
289,Sieng Nam,Cambodia,714529109.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
290,So Khun,Cambodia,714529370.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
291,Nou Sam,Cambodia,714529507.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
292,Rath Sarem,Cambodia,716812326.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
293,Kong Vibol,Cambodia,726543264.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
294,Monh Saphan,Cambodia,726543284.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
295,Uk Rabun,Cambodia,726543336.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
296,Ay Khorn,Cambodia,726543872.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
297,Oung Ouen,Cambodia,726688556.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
298,List of Deputy Prime Ministers of Cambodia,Cambodia,730617957.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
299,Cambodian People's Party–FUNCINPEC coalition agreement,Cambodia,732331264.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
300,Chuop Hell,Cambodia,735512767.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
301,Kong Korm,Cambodia,736093077.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
302,Chan Nak,Cambodia,736538934.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
303,Huy Kanthoul,Cambodia,736539294.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
304,Vorn Vet,Cambodia,736715950.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
305,Yat Hwaidi,Cambodia,737025619.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
306,Khim Tit,Cambodia,737804996.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
307,Son Chhay,Cambodia,738180794.0,Start,KH,Country,2019.0,15.497,15497000.0,both
308,Kep Chuktema,Cambodia,738478052.0,Start,KH,Country,2019.0,15.497,15497000.0,both
309,Nuth Rumduol,Cambodia,738512371.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
310,Khieu Thavika,Cambodia,738804016.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
311,Norodom Phurissara,Cambodia,738987957.0,Start,KH,Country,2019.0,15.497,15497000.0,both
312,Daran Kravanh,Cambodia,738989624.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
313,Sisowath Monireth,Cambodia,738992094.0,Start,KH,Country,2019.0,15.497,15497000.0,both
314,Sisowath Youtevong,Cambodia,738992441.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
315,Ou Chanrith,Cambodia,739217591.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
316,Yem Ponhearith,Cambodia,741680078.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
317,Chrea Sochenda,Cambodia,741923960.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
318,Vong Kan,Cambodia,742006559.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
319,Yos Son,Cambodia,742067282.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
320,Hun Many,Cambodia,744291790.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
321,Chhean Vam,Cambodia,747052284.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
322,Oum Chheang Sun,Cambodia,747052769.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
323,Norodom Kantol,Cambodia,747053219.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
324,Khieu Rada,Cambodia,747555899.0,Start,KH,Country,2019.0,15.497,15497000.0,both
325,Ieu Koeus,Cambodia,747628491.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
326,Cheng Heng,Cambodia,747784875.0,Start,KH,Country,2019.0,15.497,15497000.0,both
327,Mok Mareth,Cambodia,747945224.0,Start,KH,Country,2019.0,15.497,15497000.0,both
328,Kieng Vang,Cambodia,748137241.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
329,Sisowath Watchayavong,Cambodia,748488170.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
330,Sokhom So,Cambodia,749156496.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
331,Min Sean,Cambodia,749304614.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
332,Y Chhean,Cambodia,749338398.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
333,Poa Bun Sreu,Cambodia,749357713.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
334,Toan Vanthara,Cambodia,749387326.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
335,Sok Soty,Cambodia,749388858.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
336,Pal Sam Oeun,Cambodia,749396845.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
337,Ngor Sovann,Cambodia,749470256.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
338,Kea Sahorn,Cambodia,749510551.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
339,Suos Kanan,Cambodia,749517390.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
340,Im Chhun Lim,Cambodia,749537624.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
341,Tram Iv Teuk,Cambodia,749537772.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
342,Hem Khorn,Cambodia,749561164.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
343,Um Nhanh,Cambodia,749569686.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
344,Poa Try,Cambodia,749570183.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
345,Yim Chhaily,Cambodia,749683882.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
346,Ith Prang,Cambodia,749704384.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
347,Try Chheang Huot,Cambodia,749710492.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
348,Suk Sam Eng,Cambodia,749945690.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
349,Nim Thot,Cambodia,749967879.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
350,Ngin Khorn,Cambodia,749970189.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
351,Sorn Inthor,Cambodia,749977252.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
352,You Hockry,Cambodia,750055098.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
353,Samrith Pech,Cambodia,750074445.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
354,Un Neung,Cambodia,750077042.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
355,Bou Thang,Cambodia,750179637.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
356,Peter Khoy Saukam,Cambodia,751227068.0,Start,KH,Country,2019.0,15.497,15497000.0,both
357,Tuot Saron,Cambodia,752967379.0,Start,KH,Country,2019.0,15.497,15497000.0,both
358,Phoeurng Sackona,Cambodia,752979708.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
359,Nhek Bun Chhay,Cambodia,753086260.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
360,Cheam Yeab,Cambodia,753684881.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
361,Chea Poch,Cambodia,753689952.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
362,Chin Bun Sean,Cambodia,753692176.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
363,Chhim Siek Leng,Cambodia,753695057.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
364,Chea Soth,Cambodia,753711610.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
365,Ke Pauk,Cambodia,754318281.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
366,Kong Sam Ol,Cambodia,754944744.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
367,Pho Proeung,Cambodia,755504987.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
368,San Yun,Cambodia,756129985.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
369,Tiv Ol,Cambodia,756722795.0,Start,KH,Country,2019.0,15.497,15497000.0,both
370,Son Ngoc Thanh,Cambodia,758665997.0,C,KH,Country,2019.0,15.497,15497000.0,both
371,Monovithya Kem,Cambodia,759510662.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
372,Mom Chim Huy,Cambodia,761412104.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
373,Norodom Norindeth,Cambodia,761941416.0,Start,KH,Country,2019.0,15.497,15497000.0,both
374,Hem Heng,Cambodia,763098565.0,Start,KH,Country,2019.0,15.497,15497000.0,both
375,Chum Bunrong,Cambodia,763098588.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
376,Duong Vanna,Cambodia,763316692.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
377,Chhay Tan,Cambodia,763968613.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
378,Keat Chhon,Cambodia,765244120.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
379,Ang Vong Vathana,Cambodia,765375452.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
380,Keo Remy,Cambodia,766576352.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
381,Sun Chanthol,Cambodia,766834612.0,Start,KH,Country,2019.0,15.497,15497000.0,both
382,Khieu Kanharith,Cambodia,766836319.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
383,Chay Saing Yun,Cambodia,767217618.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
384,Ek Sam Ol,Cambodia,767218020.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
385,Ouk Rabun,Cambodia,767867369.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
386,Hun Phoeung,Cambodia,768488633.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
387,Nguon Nhel,Cambodia,769381746.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
388,Khuon Sodary,Cambodia,769381831.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
389,Sok Pheng,Cambodia,769447485.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
390,Say Chhum,Cambodia,769929584.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
391,Im Sothy,Cambodia,771408501.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
392,Eng Chhai Eang,Cambodia,773103096.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
393,Heng Pov,Cambodia,773157273.0,Start,KH,Country,2019.0,15.497,15497000.0,both
394,Him Chhem,Cambodia,773455924.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
395,Ho Non,Cambodia,773694865.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
396,Ho Vann,Cambodia,773695304.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
397,Hul Savorn,Cambodia,774100291.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
398,Pol Hom,Cambodia,776153762.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
399,Thong Khon,Cambodia,777665222.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
400,Hor Namhong,Cambodia,777765537.0,C,KH,Country,2019.0,15.497,15497000.0,both
401,Keo Saphal (Siem Reap politician),Cambodia,778675539.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
402,Keo Saphal (Takeo politician),Cambodia,778675542.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
403,Khek Vandy,Cambodia,778806364.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
404,Khun Haing,Cambodia,778825745.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
405,Khy Taing Lim,Cambodia,778830534.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
406,Kimsour Phirith,Cambodia,778947267.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
407,Kuoch Ky,Cambodia,779440080.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
408,Kuoy Bunroeun,Cambodia,779441002.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
409,Chou Bun Eng,Cambodia,779541149.0,Start,KH,Country,2019.0,15.497,15497000.0,both
410,Ke Sovannaroth,Cambodia,779541334.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
411,Norodom Rattana Devi,Cambodia,779541359.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
412,Norodom Vichara,Cambodia,779541415.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
413,Nin Saphon,Cambodia,779541481.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
414,Tioulong Saumura,Cambodia,779541578.0,Start,KH,Country,2019.0,15.497,15497000.0,both
415,Som Kimsuor,Cambodia,779541650.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
416,Suy Sem,Cambodia,780608915.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
417,Sourn Serey Ratha,Cambodia,780691538.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
418,Ly Son,Cambodia,782622853.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
419,Ly Thuch,Cambodia,782622857.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
420,List of heads of state of Cambodia,Cambodia,782894395.0,C,KH,Country,2019.0,15.497,15497000.0,both
421,Son Sann,Cambodia,783107330.0,C,KH,Country,2019.0,15.497,15497000.0,both
422,Mam Bun Neang,Cambodia,783142781.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
423,Chan Sarun,Cambodia,783239117.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
424,Mao Monyvann,Cambodia,783294124.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
425,Men Sam An,Cambodia,784442393.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
426,Mey Norn,Cambodia,784629286.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
427,Sok An,Cambodia,784962640.0,C,KH,Country,2019.0,15.497,15497000.0,both
428,Yem Sambaur,Cambodia,786198076.0,Start,KH,Country,2019.0,15.497,15497000.0,both
429,Yim Sovann,Cambodia,786409843.0,C,KH,Country,2019.0,15.497,15497000.0,both
430,Ek Yi Oun,Cambodia,786826707.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
431,Lu Laysreng,Cambodia,787016670.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
432,Math Ly,Cambodia,787260537.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
433,Chem Widhya,Cambodia,787978108.0,Start,KH,Country,2019.0,15.497,15497000.0,both
434,Pa Socheatvong,Cambodia,788070748.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
435,Governor of Phnom Penh,Cambodia,788070776.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
436,Son Sen,Cambodia,788368060.0,C,KH,Country,2019.0,15.497,15497000.0,both
437,Pen Sovan,Cambodia,788398926.0,Start,KH,Country,2019.0,15.497,15497000.0,both
438,Sak Sutsakhan,Cambodia,788540352.0,C,KH,Country,2019.0,15.497,15497000.0,both
439,Amath Yashya,Cambodia,788758065.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
440,Tong Siv Eng,Cambodia,788799479.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
441,Norodom Chakrapong,Cambodia,788905950.0,GA,KH,Country,2019.0,15.497,15497000.0,both
442,Prak Sokhon,Cambodia,790023943.0,Start,KH,Country,2019.0,15.497,15497000.0,both
443,Khieu Samphan,Cambodia,792012094.0,C,KH,Country,2019.0,15.497,15497000.0,both
444,Sisowath Sirik Matak,Cambodia,792274582.0,C,KH,Country,2019.0,15.497,15497000.0,both
445,Sam Sary,Cambodia,792556486.0,Start,KH,Country,2019.0,15.497,15497000.0,both
446,Tou Samouth,Cambodia,792731504.0,Start,KH,Country,2019.0,15.497,15497000.0,both
447,Yun Yat,Cambodia,793218721.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
448,Khieu Ponnary,Cambodia,793723115.0,Start,KH,Country,2019.0,15.497,15497000.0,both
449,Cham Prasidh,Cambodia,793746447.0,Start,KH,Country,2019.0,15.497,15497000.0,both
450,Ung Huot,Cambodia,794239262.0,Start,KH,Country,2019.0,15.497,15497000.0,both
451,Veng Sereyvuth,Cambodia,794714434.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
452,Ieng Mouly,Cambodia,795214039.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
453,Pou Sothirak,Cambodia,796696955.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
454,Chea Sim,Cambodia,797224256.0,C,KH,Country,2019.0,15.497,15497000.0,both
455,Hu Nim,Cambodia,797444265.0,C,KH,Country,2019.0,15.497,15497000.0,both
456,Sim Var,Cambodia,797618265.0,Start,KH,Country,2019.0,15.497,15497000.0,both
457,Bin Chhin,Cambodia,797673057.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
458,Sim Ka,Cambodia,798039997.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
459,Hou Yuon,Cambodia,798241496.0,C,KH,Country,2019.0,15.497,15497000.0,both
460,Phiset Phanit,Cambodia,799124051.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
461,Norodom Sihanouk,Cambodia,799302232.0,FA,KH,Country,2019.0,15.497,15497000.0,both
462,Pao Ham Phan,Cambodia,799453681.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
463,Heng Samrin,Cambodia,799719505.0,Start,KH,Country,2019.0,15.497,15497000.0,both
464,Kang Kek Iew,Cambodia,799772448.0,C,KH,Country,2019.0,15.497,15497000.0,both
465,Leng Ngeth,Cambodia,800087187.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
466,Spouse of the Prime Minister of Cambodia,Cambodia,800348414.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
467,Nhiek Tioulong,Cambodia,801079233.0,Start,KH,Country,2019.0,15.497,15497000.0,both
468,Keo Puth Rasmey,Cambodia,801523347.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
469,Khem Veasna,Cambodia,802456666.0,C,KH,Country,2019.0,15.497,15497000.0,both
470,Tea Banh,Cambodia,802643748.0,Start,KH,Country,2019.0,15.497,15497000.0,both
471,Ieng Sary,Cambodia,802839704.0,C,KH,Country,2019.0,15.497,15497000.0,both
472,Son Ngoc Minh,Cambodia,803084525.0,Start,KH,Country,2019.0,15.497,15497000.0,both
473,List of monarchs of Cambodia,Cambodia,803230439.0,C,KH,Country,2019.0,15.497,15497000.0,both
474,Ran Serey Leakhena,Cambodia,803481048.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
475,Lon Non,Cambodia,803936929.0,C,KH,Country,2019.0,15.497,15497000.0,both
476,Lon Nil,Cambodia,803936986.0,Start,KH,Country,2019.0,15.497,15497000.0,both
477,Mu Sochua,Cambodia,804631223.0,C,KH,Country,2019.0,15.497,15497000.0,both
478,Penn Nouth,Cambodia,804717865.0,Start,KH,Country,2019.0,15.497,15497000.0,both
479,Hang Chuon Naron,Cambodia,804785628.0,Start,KH,Country,2019.0,15.497,15497000.0,both
480,Hong Sun Huot,Cambodia,805459200.0,Stub,KH,Country,2019.0,15.497,15497000.0,both
481,Sam Rainsy,Cambodia,805740662.0,C,KH,Country,2019.0,15.497,15497000.0,both
482,Nuon Chea,Cambodia,805876135.0,C,KH,Country,2019.0,15.497,15497000.0,both
483,Kao Kim Hourn,Cambodia,805905770.0,B,KH,Country,2019.0,15.497,15497000.0,both
484,Ieng Thirith,Cambodia,806833311.0,C,KH,Country,2019.0,15.497,15497000.0,both
485,Chau Sen Cocsal Chhum,Cambodia,806931313.0,C,KH,Country,2019.0,15.497,15497000.0,both
486,Sar Kheng,Cambodia,806997998.0,GA,KH,Country,2019.0,15.497,15497000.0,both
487,Aun Pornmoniroth,Cambodia,807003284.0,Start,KH,Country,2019.0,15.497,15497000.0,both
488,Lon Nol,Cambodia,807025761.0,GA,KH,Country,2019.0,15.497,15497000.0,both
740,Robert Douglas Cook,Canada,401577829.0,Stub,CA,Country,2019.0,38.19,38190000.0,both
741,List of Canadian incumbents by year,Canada,477962574.0,Stub,CA,Country,2019.0,38.19,38190000.0,both
742,List of 2009 Canadian incumbents,Canada,632008524.0,Start,CA,Country,2019.0,38.19,38190000.0,both
743,Rossy Barbour,Canada,653527941.0,Stub,CA,Country,2019.0,38.19,38190000.0,both
744,Les Scheininger,Canada,667821864.0,C,CA,Country,2019.0,38.19,38190000.0,both
745,Patrick Canning,Canada,667873261.0,Start,CA,Country,2019.0,38.19,38190000.0,both
746,Gerald Hill (politician),Canada,670917017.0,Stub,CA,Country,2019.0,38.19,38190000.0,both
747,John R. O'Dea,Canada,670971940.0,Stub,CA,Country,2019.0,38.19,38190000.0,both
748,Samuel J. Hefferton,Canada,671122320.0,Start,CA,Country,2019.0,38.19,38190000.0,both
749,Alexander Dunphy,Canada,676610041.0,Stub,CA,Country,2019.0,38.19,38190000.0,both
750,Gordon Dawe,Canada,676612108.0,Stub,CA,Country,2019.0,38.19,38190000.0,both
751,Paul Thoms,Canada,676732644.0,Stub,CA,Country,2019.0,38.19,38190000.0,both
752,Frederick B. Rowe,Canada,676734572.0,Stub,CA,Country,2019.0,38.19,38190000.0,both
753,Allan Evans (politician),Canada,676782180.0,Stub,CA,Country,2019.0,38.19,38190000.0,both
